Structure_id,Urban,Year,Lanes_on,AverageDaily,Historic,Material,Spans,Length,Width,Trucks_percent,Condition
142270015109211,Urban,2004,3,18810,Not historic,Concrete,4,185.9,17.1,9,21
142270015109212,Urban,2004,3,18810,Not historic,Concrete,4,185.9,16.9,9,21
142270015109216,Urban,2006,3,5270,Not historic,Concrete,2,72.8,13.8,9,22
142270015109217,Urban,2006,3,5270,Not historic,Concrete,2,72.8,14.1,9,22
142270015109495,Urban,2012,2,10000,Not historic,Steel,3,908.6,10.7,15,21
142270015109496,Urban,2012,1,19000,Not historic,Steel,4,318.5,12.3,7,22
142270015109497,Urban,2012,1,49120,Not historic,Steel,5,374.9,11.3,15,22
142270015109498,Urban,2012,1,49120,Not historic,Concrete,6,204.5,10.7,15,22
142270015109499,Urban,2012,1,49120,Not historic,Concrete,12,423.7,10.7,15,22
142270015109504,Urban,2018,3,5000,Not historic,Concrete,1,63.4,11.6,4,23
142270015109505,Urban,2017,4,60000,Not historic,Concrete,2,74.1,19.3,3,26
142270015201033,Urban,1970,2,12120,Possible,Concrete,3,54.9,12,8,22
142270015201034,Urban,1970,2,13540,Possible,Concrete,4,176.8,12.2,8,21
142270015201035,Urban,1970,2,13540,Possible,Concrete,2,36.6,10.6,8,21
142270015201037,Urban,1990,2,13540,Not historic,Concrete,1,36.6,12,8,21
142270015201038,Urban,1990,2,13540,Not historic,Concrete,5,176.2,12,8,21
142270015201041,Urban,2009,2,3000,Not historic,Concrete,7,239.3,12.6,0,19
142270015201042,Urban,2009,2,3000,Not historic,Concrete,7,239,12,0,20
142270015201053,Urban,1959,3,31190,Possible,Steel,5,73.8,14.5,5,19
142270015201054,Urban,1959,3,20000,Possible,Steel,5,64.6,14.5,5,19
142270015201068,Urban,1959,1,15140,Possible,Steel,3,41.8,12.2,5,19
142270026501051,Urban,1958,2,20320,Possible,Steel,3,229.2,11.6,5,20
142270026501059,Urban,1963,2,40810,Possible,Steel,8,338.9,12,2,18
142270026501061,Urban,1968,4,54490,Possible,Concrete,2,64,23.5,5,22
142270026501097,Urban,1989,6,54490,Not historic,Concrete,2,56.4,40.1,5,21
142270026501100,Urban,1994,1,40810,Not historic,Concrete,17,565.1,20.7,2,22
142270026501102,Urban,1994,2,40810,Not historic,Concrete,2,125.6,8.5,2,21
142270026501111,Urban,2008,2,5000,Not historic,Concrete,5,233.5,12,5,22
142270026501112,Urban,2008,2,5000,Not historic,Concrete,5,233.5,12,5,21
142270026501113,Urban,2008,1,3750,Not historic,Steel,10,1052.8,10.8,10,21
142270026501124,Urban,2016,4,14200,Not historic,Concrete,2,86,28,7,24
142270026501125,Urban,2016,2,10900,Not historic,Concrete,16,693.7,21.3,7,22
142270026502045,Rural,1949,2,15490,Possible,Concrete,10,82.3,14.5,7,18
142270026502062,Rural,1972,2,15490,Possible,Concrete,2,82.3,12.8,7,22
142270044006011,Urban,2006,2,6750,Not historic,Concrete,1,85.3,12.1,15,22
142270044006027,Urban,2006,2,6750,Not historic,Concrete,1,85.3,12.1,15,22
142270044006054,Urban,2006,1,5200,Not historic,Concrete,14,539.5,10.8,15,22
142270044006061,Urban,2006,1,4200,Not historic,Concrete,17,607.2,10.8,15,22
142270044006062,Urban,2006,1,4200,Not historic,Concrete,24,970.2,10.8,15,22
142270044006063,Urban,2006,4,20000,Not historic,Concrete,2,102.4,16.8,7,21
142270044006065,Urban,2006,3,12500,Not historic,Concrete,3,93.3,15.7,15,22
142270044006066,Urban,2006,4,6750,Not historic,Concrete,3,109.7,19.3,15,22
142270044006067,Urban,2006,3,6750,Not historic,Concrete,3,109.7,15.7,15,21
142270044006068,Rural,2006,4,3000,Not historic,Concrete,2,120.4,15.5,0,22
142270044006072,Urban,2006,3,6750,Not historic,Concrete,3,118.3,15.7,15,21
142270044006073,Urban,2006,4,6750,Not historic,Concrete,3,118.3,19.3,15,21
142270044006075,Urban,2006,3,6750,Not historic,Concrete,10,423.7,15.6,15,20
142270044006076,Urban,2006,3,6750,Not historic,Concrete,12,423.7,15.7,15,21
142270044006079,Urban,2006,3,6750,Not historic,Concrete,5,182.9,15.9,15,20
142270044006080,Urban,2006,3,6750,Not historic,Concrete,6,182.9,15.9,15,20
142270044006083,Urban,2007,2,5750,Not historic,Concrete,3,105.2,12.2,15,20
142270044006084,Urban,2006,2,4500,Not historic,Concrete,2,73.2,10.2,15,22
142270044006085,Urban,2006,2,4500,Not historic,Concrete,3,109.7,10.2,15,22
142270044006086,Urban,2007,2,5750,Not historic,Concrete,1,86.9,12.2,15,20
142270044006087,Urban,2007,2,5750,Not historic,Concrete,1,86.9,12.2,15,20
142270044006088,Rural,2007,5,5700,Not historic,Concrete,2,88.4,23.8,8,19
142270044006093,Urban,2007,4,5500,Not historic,Concrete,7,256,19.5,15,20
142270044006094,Urban,2007,3,5500,Not historic,Concrete,7,256,15.9,15,21
142270044006095,Urban,2007,2,5550,Not historic,Concrete,2,93.9,12.2,15,21
142270044006096,Urban,2007,2,5550,Not historic,Concrete,2,93.9,12.2,15,20
142270044006097,Urban,2007,2,5550,Not historic,Concrete,3,109.7,12.1,15,22
142270044006098,Urban,2007,2,5550,Not historic,Concrete,3,109.7,12.2,15,21
142270044006099,Urban,2007,1,2100,Not historic,Concrete,3,109.7,7.3,15,21
142270044006100,Urban,2007,1,2100,Not historic,Concrete,3,109.7,7.2,15,23
142270044006101,Urban,2007,2,5000,Not historic,Concrete,3,86.9,12.1,15,22
142270044006102,Urban,2007,2,5000,Not historic,Concrete,3,86.9,12.2,15,22
142270044006103,Urban,2007,2,5000,Not historic,Concrete,3,530.4,12.8,15,22
142270044006104,Urban,2007,2,5000,Not historic,Concrete,12,530.4,12.2,15,22
142270044006105,Urban,2008,2,5000,Not historic,Concrete,11,519.7,12,5,22
142270044006106,Urban,2008,2,5000,Not historic,Concrete,14,519.7,12,5,22
142270044006107,Urban,2008,3,5000,Not historic,Concrete,2,90.8,16.8,7,22
142270044006108,Urban,2008,3,5000,Not historic,Concrete,2,90.8,15.7,7,22
142270044006109,Rural,2008,6,1000,Not historic,Concrete,2,90.8,22.7,1,21
142270044006111,Urban,2008,2,5000,Not historic,Concrete,3,88.4,12.6,7,22
142270044006112,Urban,2008,2,5000,Not historic,Concrete,3,88.4,12,7,22
142270044006117,Urban,2008,2,5000,Not historic,Concrete,1,83.5,12,7,21
142270044006118,Urban,2008,2,5000,Not historic,Concrete,1,84.1,12,7,22
142270044006120,Urban,2008,2,5000,Not historic,Concrete,3,97.5,12.6,5,22
142270044006121,Urban,2008,2,1000,Not historic,Concrete,3,97.5,10.2,5,23
142270044006122,Urban,2008,2,1000,Not historic,Concrete,3,97.5,10.2,5,22
142270044006123,Rural,2008,2,200,Not historic,Concrete,2,95.7,12.5,1,22
142270044006143,Rural,2007,3,6000,Not historic,Concrete,3,97.5,15.7,5,21
142270044006145,Urban,2008,2,5000,Not historic,Concrete,1,61,12.1,7,21
142270044006146,Urban,2008,2,5000,Not historic,Concrete,1,61,12,7,21
142270044006147,Urban,2008,1,1000,Not historic,Concrete,1,61,15.6,2,21
142270044006148,Urban,2008,2,1000,Not historic,Concrete,1,61,10.2,2,21
142270044006149,Urban,2008,2,5000,Not historic,Concrete,2,61,12.6,5,21
142270044006151,Urban,2008,2,1000,Not historic,Concrete,2,61,10.2,5,21
142270044006152,Urban,2008,2,1000,Not historic,Concrete,2,67.1,10.3,5,22
142270044006153,Urban,2008,2,5000,Not historic,Concrete,3,97.5,12.1,7,21
142270044006154,Urban,2008,2,5000,Not historic,Concrete,3,97.5,12.1,7,20
142270044006155,Urban,2008,2,5000,Not historic,Concrete,1,83.8,19.4,7,22
142270044006156,Urban,2008,2,5000,Not historic,Concrete,1,83.8,12,7,22
142270044006255,Rural,2011,3,18713,Not historic,Concrete,3,85.6,15.9,15,21
142270044006256,Rural,2011,3,18982,Not historic,Concrete,3,83.8,15,15,21
142270044006257,Rural,2011,2,18408,Not historic,Concrete,3,83.8,12.2,15,22
142270044006262,Rural,2011,1,7361,Not historic,Concrete,39,1442,9.1,15,21
142270044006263,Rural,2011,2,7197,Not historic,Concrete,1,83.8,12,15,21
142270068302019,Urban,1995,4,29950,Not historic,Concrete,23,981.5,23.1,2,19
142270068307035,Urban,2006,2,6750,Not historic,Concrete,1,93.3,12,15,21
142270068307036,Urban,2006,2,6750,Not historic,Concrete,1,93.3,12,15,21
142270068307037,Urban,2006,1,4200,Not historic,Steel,3,703.2,10.8,15,22
142270068307073,Urban,2006,6,10000,Not historic,Steel,3,132.6,25.3,6,22
142270070003004,Rural,1949,2,10470,Register,Steel,4,275.5,9.6,3,17
142270070003012,Urban,1949,4,24830,Possible,Concrete,4,30.5,13.4,4,20
142270070003031,Rural,1986,2,10470,Not historic,Concrete,8,274.9,10.9,3,20
142270070003036,Rural,2009,5,23930,Not historic,Concrete,1,35.1,24.9,3,22
142270070003037,Rural,2009,5,23930,Not historic,Concrete,1,27.4,24.9,3,22
142270114901007,Urban,1968,2,10910,Possible,Concrete,3,31.4,15.6,8,21
142270114901009,Rural,1968,2,10910,Possible,Concrete,3,27.7,15.6,8,21
142270118601023,Rural,1968,2,5020,Possible,Concrete,4,36.9,10.1,11,20
142270118601025,Urban,2004,5,29420,Not historic,Concrete,5,85.3,21.1,11,20
142270120003010,Urban,1959,2,8070,Possible,Concrete,4,36.9,8.6,5,20
142270120003012,Urban,1959,2,6860,Possible,Concrete,4,36.9,8.5,5,20
142270120003014,Urban,1940,2,11700,Possible,Concrete,1,7.6,8.3,5,17
142270120003021,Urban,1966,2,6860,Possible,Concrete,7,64.6,9.9,5,20
142270120003024,Urban,1975,2,9960,Possible,Concrete,8,182.9,14.6,5,21
142270120003125,Urban,2016,3,13300,Not historic,Concrete,5,162.2,18,4,26
142270120003126,Urban,2015,3,13300,Not historic,Concrete,5,162.2,18,4,23
142270120005022,Urban,1970,2,2520,Possible,Concrete,3,27.7,7.9,9,21
142270120005023,Urban,1970,2,2520,Possible,Concrete,4,39,7.9,9,21
142270120005040,Urban,2008,3,5000,Not historic,Concrete,2,70.1,15.7,13,21
142270120005041,Urban,2008,3,5000,Not historic,Concrete,2,69.5,15.7,0,22
142270120005044,Urban,2008,2,5000,Not historic,Concrete,5,176.8,12.2,13,20
142270120005045,Urban,2008,2,5000,Not historic,Concrete,7,247.5,12.2,13,22
142270120005048,Urban,2008,2,5000,Not historic,Concrete,3,106.1,12.2,13,22
142270120005049,Urban,2008,2,5000,Not historic,Concrete,3,106.1,12.2,13,22
142270120005050,Rural,2009,2,550,Not historic,Concrete,3,80.5,12.2,0,19
142270120005053,Urban,2009,2,5000,Not historic,Concrete,8,252.7,12.2,13,22
142270120005054,Urban,2009,2,5000,Not historic,Concrete,9,288,12.2,13,22
142270120005055,Urban,2009,1,1700,Not historic,Concrete,22,201.2,7.3,13,22
142270120005056,Urban,2009,1,1700,Not historic,Concrete,1,34.7,7.2,13,22
142270120005057,Urban,2009,2,5000,Not historic,Concrete,16,549.3,12,13,20
142270120005058,Urban,2009,2,5000,Not historic,Concrete,18,581.6,12,13,21
142270120005059,Urban,2009,1,1700,Not historic,Concrete,4,141.4,7.2,13,22
142270120005122,Rural,2011,2,5644,Not historic,Concrete,31,1190.9,12.2,15,21
142270120005123,Rural,2011,2,7197,Not historic,Concrete,33,1202.4,12,15,21
142270120005124,Rural,2011,1,10133,Not historic,Steel,1,1687.7,8.5,15,21
142270120006026,Urban,1994,2,6210,Not historic,Concrete,3,71.3,10.7,12,21
142270120006027,Urban,1994,2,6210,Not historic,Concrete,2,47.5,10.7,12,22
142270120006028,Urban,1994,2,6210,Not historic,Concrete,1,37.2,18.3,12,19
142270120006029,Urban,1994,2,6210,Not historic,Concrete,1,37.5,11.7,12,22
142270123401005,Rural,1980,2,820,Not historic,Steel,1,8.8,8,4,19
142270123401006,Rural,1980,2,820,Not historic,Steel,1,12.2,8,4,19
142270123401007,Rural,2009,2,820,Not historic,Concrete,3,45.7,13.4,4,23
142270137801012,Rural,1960,2,1790,Possible,Concrete,6,73.2,7.3,10,19
142270137801021,Rural,1982,4,15830,Not historic,Concrete,2,48.8,17,5,21
142270137801026,Rural,2007,2,4000,Not historic,Concrete,1,35.1,13.2,10,23
142270153501002,Urban,1953,2,3870,Possible,Concrete,3,17.1,9.1,5,17
142270153501008,Urban,2009,4,3900,Not historic,Concrete,6,54.9,14.5,13,22
142270153902002,Urban,1983,3,13880,Not historic,Concrete,2,61,15.9,5,22
142270210001002,Urban,1915,4,25610,Possible,Masonry,1,7.6,16,2,20
142270210001007,Urban,1989,5,29750,Not historic,Concrete,3,37.2,19.8,1,19
142270210001009,Urban,1992,5,44650,Not historic,Concrete,1,30.5,25.4,2,22
142270210001010,Urban,1992,5,44650,Not historic,Concrete,1,36.6,25.4,2,22
142270210001011,Urban,1994,5,37870,Not historic,Concrete,2,33.5,25.4,2,21
142270210001106,Urban,2011,5,25610,Not historic,Concrete,3,63.4,22.9,2,23
142270268901005,Urban,1992,5,27790,Not historic,Concrete,3,68.6,27.8,2,23
142270313601004,Urban,1971,4,71850,Possible,Concrete,2,52.1,20.7,2,21
142270313601005,Urban,1971,4,71850,Possible,Concrete,2,52.1,20.8,2,21
142270313601006,Urban,1965,5,14720,Possible,Concrete,3,170.7,20.4,0,19
142270313601007,Urban,1971,4,67840,Possible,Concrete,2,49.1,21.2,2,21
142270313601008,Urban,1971,4,67840,Possible,Concrete,2,49.1,21.2,2,20
142270313601009,Urban,1971,5,67840,Possible,Concrete,2,42.4,21.3,2,22
142270313601010,Urban,1971,5,67840,Possible,Concrete,2,43,19.3,2,22
142270313601013,Urban,1973,4,61350,Possible,Concrete,7,320.3,16.5,2,21
142270313601014,Urban,1973,4,61350,Possible,Concrete,7,320.3,16.5,2,21
142270313601015,Urban,1973,3,70600,Possible,Concrete,34,944.3,12.8,2,20
142270313601016,Urban,1973,1,12270,Possible,Concrete,6,172.8,10.9,2,21
142270313601018,Urban,1973,3,70600,Possible,Concrete,36,1286.9,12.2,2,20
142270313601020,Urban,1973,2,12270,Possible,Concrete,7,128,13.1,2,20
142270313601021,Urban,1971,1,14370,Possible,Concrete,6,74.7,7.6,2,21
142270313601022,Urban,1970,2,7500,Possible,Steel,5,212.1,16.3,0,19
142270313601028,Urban,1975,1,14120,Possible,Concrete,6,105.2,7.6,2,21
142270313601029,Urban,1975,6,122710,Possible,Concrete,2,58.8,21.9,2,21
142270313601030,Urban,1975,3,14790,Possible,Concrete,5,124.1,13.4,2,22
142270313601031,Urban,1975,2,14790,Possible,Concrete,1,18.9,14.8,2,22
142270313601032,Urban,1975,3,14120,Possible,Concrete,18,423.7,12.2,2,20
142270313601033,Urban,1975,1,12270,Possible,Concrete,5,125.6,7.6,2,22
142270313601034,Urban,1975,1,14120,Possible,Concrete,7,155.8,9.1,2,21
142270313601035,Urban,1982,1,14120,Not historic,Concrete,10,250.5,8.5,2,21
142270313601036,Urban,1982,1,14120,Not historic,Concrete,4,113.4,8.5,2,21
142270313601037,Urban,1975,6,122710,Possible,Concrete,1,56.4,21.9,2,21
142270313601041,Urban,1975,2,14120,Possible,Concrete,11,338,12.2,2,20
142270313601042,Urban,1971,4,68490,Possible,Concrete,2,74.1,20.8,2,20
142270313601043,Urban,1971,4,68490,Possible,Concrete,20,520.3,16.9,2,20
142270313601046,Urban,1981,5,20482,Not historic,Concrete,4,78.9,18.3,0,21
142270313601047,Urban,1981,5,43102,Not historic,Concrete,2,87.2,18.3,0,21
142270313601048,Urban,1981,5,23437,Not historic,Concrete,2,82.9,18.3,0,20
142270313601052,Urban,1982,4,61350,Not historic,Concrete,3,80.2,15.9,2,21
142270313601053,Urban,1982,4,61350,Not historic,Concrete,3,79.9,15.9,2,20
142270313601054,Urban,1982,1,31500,Not historic,Concrete,1,75.9,6.7,4,22
142270313601055,Urban,1982,4,20000,Not historic,Concrete,1,78,19.2,5,21
142270313601056,Urban,1982,3,20000,Not historic,Concrete,1,81.4,12.2,5,22
142270313601059,Urban,1986,4,37280,Not historic,Concrete,10,370.6,15,2,20
142270313601060,Urban,1986,4,37280,Not historic,Concrete,11,406.6,15,2,20
142270313601061,Urban,1986,1,180,Not historic,Concrete,2,107,7,0,20
142270313601062,Urban,1986,2,18490,Not historic,Concrete,6,201.8,15,3,21
142270313601063,Urban,1986,3,16280,Not historic,Concrete,3,105.8,14.9,3,22
142270313601064,Urban,1985,7,2040,Not historic,Concrete,2,103.9,26.8,0,21
142270313601066,Urban,1989,9,49130,Not historic,Concrete,2,94.5,34.1,2,20
142270313601067,Urban,1989,5,57820,Not historic,Concrete,7,277.4,25.3,1,19
142270313601068,Urban,1989,4,54750,Not historic,Concrete,6,275.8,21.9,2,19
142270313601070,Urban,1989,3,17820,Not historic,Concrete,2,48.8,11.9,1,22
142270313601071,Urban,1989,6,53000,Not historic,Concrete,2,103,23.2,2,20
142270313601072,Urban,1989,1,9920,Not historic,Concrete,2,103,7.7,2,20
142270313601073,Urban,1989,5,46890,Not historic,Concrete,2,162.2,25.4,1,20
142270313601074,Urban,1989,5,46890,Not historic,Concrete,2,160.6,25.4,1,20
142270313601078,Urban,1989,5,34270,Not historic,Concrete,2,82.9,19.3,3,21
142270313601079,Urban,1989,1,6850,Not historic,Concrete,2,82.9,7.7,3,21
142270313601080,Urban,1989,2,500,Not historic,Concrete,3,27.7,8.5,4,21
142270313601089,Urban,1991,2,6850,Not historic,Steel,3,923.5,10.8,3,18
142270313601091,Urban,1991,1,6850,Not historic,Steel,2,1470.1,7.7,3,20
142270313601092,Urban,1991,1,6850,Not historic,Concrete,7,197.2,7.7,3,21
142270313601093,Urban,1990,6,1200,Not historic,Concrete,2,100.6,20.7,0,21
142270313601096,Urban,1986,3,67150,Not historic,Concrete,4,116.1,11.4,2,21
142270313601097,Urban,1986,3,37280,Not historic,Concrete,1,38.4,11.3,2,21
142270313601098,Urban,1986,5,7710,Not historic,Concrete,1,36,18.9,3,21
142270313601099,Urban,1993,3,37280,Not historic,Concrete,6,182.9,18.7,2,22
142270313601102,Urban,1990,3,32000,Not historic,Concrete,2,59.7,11.8,3,21
142270313601103,Urban,1990,3,39500,Not historic,Concrete,3,59.7,11.8,3,21
142270313601104,Urban,1990,2,31770,Not historic,Concrete,10,333.8,16.9,3,22
142270313601105,Urban,1990,2,31770,Not historic,Concrete,9,298.7,16.8,3,21
142270313601108,Urban,1990,2,31780,Not historic,Concrete,14,318.8,16.8,2,22
142270313601109,Urban,1990,3,31780,Not historic,Concrete,3,56.4,20.7,2,22
142270313601111,Urban,1990,2,31780,Not historic,Concrete,1,59.1,11.3,2,22
142270313601112,Urban,1990,2,31780,Not historic,Concrete,1,59.1,11.3,2,22
142270313601117,Rural,1991,2,13930,Not historic,Concrete,4,85.3,11.5,2,21
142270313601119,Urban,1994,2,10870,Not historic,Concrete,2,61,10.7,2,21
142270313601120,Urban,1994,2,10870,Not historic,Concrete,2,57.3,10.7,2,23
142270313601122,Urban,1993,3,37280,Not historic,Concrete,6,182.9,18.6,2,19
142270313601125,Urban,1993,2,1620,Not historic,Concrete,13,427.9,10.7,3,19
142270313601129,Urban,2005,7,64000,Not historic,Concrete,1,68.6,37.1,3,21
142270313601136,Urban,2005,3,22660,Not historic,Steel,1,94.5,17,3,22
142270313601137,Urban,2005,2,22660,Not historic,Steel,1,94.5,17,3,22
142270313601138,Urban,2006,4,48650,Not historic,Concrete,5,147.2,20.6,4,22
142270313601139,Urban,2006,4,48650,Not historic,Concrete,5,147.2,20.6,4,21
142270313601140,Urban,2006,4,48650,Not historic,Concrete,5,157.9,20.6,4,22
142270313601141,Urban,2006,3,48650,Not historic,Concrete,5,157.9,16.9,4,22
142270313601142,Urban,2005,2,10000,Not historic,Concrete,23,550.2,9.6,4,21
142270313601143,Urban,2005,1,10000,Not historic,Concrete,10,234.4,7.5,4,21
142270313601147,Urban,2006,3,48650,Not historic,Concrete,3,93.3,16.9,4,22
142270313601148,Urban,2006,5,48650,Not historic,Concrete,3,93.3,29.6,4,22
142270313601149,Urban,2006,3,10000,Not historic,Concrete,3,93.9,25,4,22
142270313601150,Rural,2006,3,1000,Not historic,Concrete,2,82,21.3,0,22
142270313601153,Urban,2008,3,11560,Not historic,Concrete,8,268.2,13.8,1,19
142270313601154,Urban,2006,1,10000,Not historic,Concrete,9,329.2,7.3,4,22
142270327701002,Urban,1968,4,5710,Possible,Concrete,3,27.7,15.9,6,21
142270341701007,Urban,1990,3,19890,Not historic,Concrete,5,121.9,15,2,20
142270341701008,Urban,1990,3,19890,Not historic,Concrete,5,121.9,15,2,21
142270341701009,Urban,1990,6,49130,Not historic,Concrete,6,139,24.4,2,21
142270341701010,Urban,1992,3,26340,Not historic,Concrete,5,76.2,13.7,2,22
142270341701011,Urban,1992,3,26340,Not historic,Concrete,5,76.2,13.7,2,21
142270341701412,Urban,1990,4,20500,Not historic,Concrete,6,139,17.7,2,21
142270341703023,Urban,2000,2,10730,Not historic,Concrete,5,91.4,12.8,2,22
142270341703024,Urban,2000,2,10730,Not historic,Concrete,5,91.4,12.9,2,22
142270341703026,Urban,2003,2,8240,Not historic,Concrete,7,182,13,11,21
142270AA0103002,Rural,1928,2,3000,Register,Concrete,7,32.3,5.5,0,17
142270AA0107001,Rural,1983,2,2381,Not historic,Concrete,12,111.3,8.6,0,20
142270AA0107002,Rural,1983,2,2500,Not historic,Concrete,10,92.7,8.7,0,21
142270AA0137002,Urban,2009,2,400,Not historic,Concrete,1,6.7,8.2,5,23
142270AA0237001,Rural,1988,3,500,Not historic,Concrete,3,134.1,15.2,0,21
142270AA0237002,Rural,1990,3,500,Not historic,Concrete,3,94.5,15.2,0,21
142270AA0400010,Urban,2018,2,5615,Not historic,Concrete,1,38.1,12.5,0,22
142270AA0416002,Rural,1959,2,300,Possible,Steel,1,7.6,6,0,21
142270AA0416003,Rural,1994,2,800,Not historic,Concrete,2,35.1,8.4,0,20
142270AA0445001,Rural,1953,1,200,Possible,Concrete,4,24.4,4.9,0,18
142270AA0445002,Rural,1993,2,200,Not historic,Concrete,2,46.3,8.5,0,18
142270AA0704001,Rural,2008,1,200,Not historic,Concrete,2,52.4,6.1,0,22
142270AA0704002,Rural,2008,1,200,Not historic,Concrete,2,51.2,6.1,0,22
142270AA0814001,Rural,1987,2,320,Not historic,Concrete,4,110.3,13.5,0,21
142270AA1074001,Rural,2008,2,100,Not historic,Concrete,2,48.8,14.6,0,23
142270AA1074002,Rural,2008,2,50,Not historic,Concrete,3,73.2,14.6,0,22
142270AA1074003,Rural,2008,2,50,Not historic,Concrete,3,73.2,12.2,0,23
142270AA1074004,Rural,2017,4,100,Not historic,Concrete,3,91.4,14.6,0,24
142270AA1095001,Rural,1976,2,1283,Possible,Concrete,3,36.9,7.9,0,21
142270AA1097001,Rural,1999,2,3770,Not historic,Concrete,3,41.1,10.5,5,23
142270AA1184001,Rural,2011,2,750,Not historic,Concrete,1,15.2,7.8,0,22
142270AA1288004,Rural,1994,4,11664,Not historic,Concrete,2,114,16.2,0,20
142270AA1465001,Rural,1993,2,1250,Not historic,Concrete,2,30.5,9.1,0,21
142270AA1465002,Rural,2001,2,1260,Not historic,Concrete,3,46.3,9.1,0,21
142270AA1465003,Rural,1989,2,800,Not historic,Concrete,1,10.7,8.4,0,22
142270AA1470001,Rural,1993,2,2430,Not historic,Concrete,1,27.4,9.7,0,23
142270AA1479001,Rural,2006,2,1200,Not historic,Concrete,5,125.6,13.3,0,23
142270AA1479002,Rural,1999,2,2450,Not historic,Concrete,2,37.2,10.4,0,22
142270AA1481002,Urban,1930,2,280,Possible,Concrete,1,7.6,5.8,0,20
142270AA1482003,Rural,2006,2,680,Not historic,Concrete,1,25,9.4,0,22
